,Name,Num Entries,Year,Time,Record Identifier,Status of System,Latitude,Longitude,Maximum Sustained Wind,Minimum Pressure,34-knot Wind Radii NE,34-knot Wind Radii SE,34-knot Wind Radii SW,34-knot Wind Radii NW,50-knot Wind Radii NE,50-knot Wind Radii SE,50-knot Wind Radii SW,50-knot Wind Radii NW,64-knot Wind Radii NE,64-knot Wind Radii SE,64-knot Wind Radii SW,64-knot Wind Radii NW,Speed mph
28,DANIELLE,62,9/7/2022,1200,  , HU,43.5,37.2,70.0,972.0,170.0,170.0,160.0,140.0,70.0,110.0,90.0,80.0,40.0,60.0,50.0,0.0,13.63271855671428
29,DANIELLE,62,9/7/2022,1800,  , HU,44.4,35.6,70.0,972.0,170.0,180.0,160.0,150.0,70.0,110.0,100.0,80.0,45.0,60.0,60.0,0.0,16.833229951358522
30,DANIELLE,62,9/8/2022, 0000,  , HU,45.3,33.9,65.0,973.0,180.0,180.0,170.0,160.0,70.0,110.0,100.0,80.0,50.0,60.0,60.0,0.0,17.321035028088446
31,DANIELLE,62,9/8/2022, 0600,  , TS,46.2,32.4,60.0,974.0,190.0,180.0,170.0,170.0,70.0,100.0,90.0,70.0,0.0,0.0,0.0,0.0,15.895918164918447
32,DANIELLE,62,9/8/2022,1200,  , EX,47.3,31.4,55.0,975.0,190.0,180.0,180.0,190.0,70.0,100.0,90.0,70.0,0.0,0.0,0.0,0.0,14.923391827853797
33,DANIELLE,62,9/8/2022,1800,  , EX,48.5,30.8,55.0,975.0,200.0,170.0,180.0,200.0,70.0,90.0,90.0,60.0,0.0,0.0,0.0,0.0,14.574420726081373
34,DANIELLE,62,9/9/2022, 0000,  , EX,49.8,30.5,55.0,975.0,200.0,160.0,180.0,200.0,70.0,90.0,90.0,60.0,0.0,0.0,0.0,0.0,15.139928463479208
35,DANIELLE,62,9/9/2022, 0600,  , EX,51.0,31.1,50.0,976.0,200.0,150.0,180.0,200.0,80.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,14.50355184224667
36,DANIELLE,62,9/9/2022,1200,  , EX,51.1,33.2,50.0,977.0,200.0,130.0,180.0,200.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,15.245435288836639
37,DANIELLE,62,9/9/2022,1800,  , EX,49.8,34.8,45.0,979.0,0.0,120.0,180.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.01893412201499
38,DANIELLE,62,9/10/2022, 0000,  , EX,47.8,34.1,45.0,983.0,0.0,120.0,180.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.63519006694567
39,DANIELLE,62,9/10/2022, 0600,  , EX,46.1,31.2,45.0,985.0,0.0,120.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.04528036732378
40,DANIELLE,62,9/10/2022,1200,  , EX,45.2,28.0,40.0,987.0,0.0,120.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.763901440768418
41,DANIELLE,62,9/10/2022,1800,  , EX,44.7,26.1,40.0,988.0,0.0,120.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.520175911539997
42,DANIELLE,62,9/11/2022, 0000,  , EX,43.9,24.7,40.0,990.0,0.0,120.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.764597050551961
43,DANIELLE,62,9/11/2022, 0600,  , EX,42.7,23.4,35.0,991.0,0.0,120.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.596685939624596
44,DANIELLE,62,9/11/2022,1200,  , EX,41.2,21.9,35.0,992.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.526232620629738
45,DANIELLE,62,9/11/2022,1800,  , EX,40.1,20.4,35.0,993.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.22612508922087
46,DANIELLE,62,9/12/2022, 0000,  , EX,39.1,18.8,35.0,994.0,0.0,0.0,120.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.27945522091441
47,DANIELLE,62,9/12/2022, 0600,  , EX,38.4,17.0,35.0,994.0,0.0,0.0,110.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.06346576934749
48,DANIELLE,62,9/12/2022,1200,  , EX,38.6,15.0,35.0,994.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.170705038732812
49,DANIELLE,62,9/12/2022,1800,  , EX,39.4,12.7,35.0,993.0,0.0,60.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.550171692347067
50,DANIELLE,62,9/13/2022, 0000,  , EX,40.8,11.2,35.0,992.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.84386117592641
51,DANIELLE,62,9/13/2022, 0600,  , EX,42.5,10.6,35.0,992.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.245834450952355
52,DANIELLE,62,9/13/2022,1200,  , EX,43.3,10.7,35.0,993.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.251085149282526
53,DANIELLE,62,9/13/2022,1800,  , EX,43.6,11.3,35.0,994.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.090606928766558
54,DANIELLE,62,9/14/2022, 0000,  , EX,43.3,11.4,30.0,996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5544184686538176
55,DANIELLE,62,9/14/2022, 0600,  , EX,43.0,11.2,25.0,998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8416575255271286
56,DANIELLE,62,9/14/2022,1200,  , EX,42.7,10.9,25.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.283672814200895
57,DANIELLE,62,9/14/2022,1800,  , EX,42.5,10.4,25.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.823666993235583
58,DANIELLE,62,9/15/2022, 0000,  , EX,42.2,10.1,25.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.295769904044753
59,DANIELLE,62,9/15/2022, 0600,  , EX,41.6,10.0,25.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.962368851446591
60,DANIELLE,62,9/15/2022,1200,  , EX,40.9,10.1,20.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.10733809598133
61,DANIELLE,62,9/15/2022,1800,  , EX,40.2,10.3,20.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.248744314572717
62,EARL,52,9/2/2022,1800,  , TS,17.9,58.6,35.0,1006.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
63,EARL,52,9/3/2022, 0000,  , TS,18.3,59.8,40.0,1005.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.919215715742633
64,EARL,52,9/3/2022, 0600,  , TS,18.6,60.9,40.0,1004.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.502884297666993
65,EARL,52,9/3/2022,1200,  , TS,18.9,61.9,40.0,1002.0,150.0,120.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.438681937516442
66,EARL,52,9/3/2022,1800,  , TS,19.2,62.9,45.0,999.0,90.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.420064114072744
67,EARL,52,9/4/2022, 0000,  , TS,19.4,63.6,45.0,999.0,90.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.948918778439833
68,EARL,52,9/4/2022, 0600,  , TS,19.5,64.1,45.0,999.0,90.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.550035189060299
69,EARL,52,9/4/2022,1200,  , TS,19.8,64.6,45.0,999.0,90.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.429517728254201
70,EARL,52,9/4/2022,1800,  , TS,20.0,65.0,50.0,998.0,90.0,90.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.905497088143492
71,EARL,52,9/5/2022, 0000,  , TS,20.3,65.3,50.0,998.0,90.0,90.0,0.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.738529086708838
72,EARL,52,9/5/2022, 0600,  , TS,20.8,65.4,55.0,998.0,90.0,90.0,0.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.857937627277438
73,EARL,52,9/5/2022,1200,  , TS,21.5,65.2,55.0,998.0,90.0,90.0,0.0,60.0,50.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,8.342251481442975
74,EARL,52,9/5/2022,1800,  , TS,22.0,65.2,60.0,997.0,90.0,90.0,0.0,70.0,50.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,5.757841202329264
75,EARL,52,9/6/2022, 0000,  , TS,22.5,65.2,60.0,991.0,100.0,90.0,20.0,70.0,50.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,5.757841202329302
76,EARL,52,9/6/2022, 0600,  , TS,23.1,65.3,55.0,995.0,100.0,90.0,20.0,70.0,50.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,6.990485878944132
77,EARL,52,9/6/2022,1200,  , TS,23.5,65.7,55.0,996.0,100.0,90.0,20.0,70.0,60.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,6.254256718726019
78,EARL,52,9/6/2022,1800,  , HU,23.9,65.7,65.0,994.0,100.0,90.0,20.0,70.0,60.0,40.0,0.0,50.0,0.0,0.0,0.0,30.0,4.606272961863405
79,EARL,52,9/7/2022, 0000,  , HU,24.5,65.8,70.0,985.0,100.0,90.0,80.0,80.0,60.0,40.0,0.0,50.0,35.0,0.0,0.0,30.0,6.988790790666767
80,EARL,52,9/7/2022, 0600,  , HU,25.0,65.9,75.0,982.0,110.0,90.0,80.0,80.0,60.0,40.0,30.0,50.0,35.0,25.0,25.0,30.0,5.852042223681614
81,EARL,52,9/7/2022,1200,  , HU,25.4,65.8,75.0,978.0,120.0,100.0,90.0,90.0,60.0,50.0,30.0,50.0,35.0,25.0,25.0,30.0,4.722652315464153
82,EARL,52,9/7/2022,1800,  , HU,26.1,65.6,80.0,974.0,130.0,110.0,90.0,90.0,60.0,50.0,30.0,50.0,40.0,35.0,25.0,30.0,8.32361299928659
83,EARL,52,9/8/2022, 0000,  , HU,26.8,65.5,90.0,970.0,130.0,120.0,90.0,90.0,60.0,50.0,30.0,50.0,40.0,35.0,25.0,30.0,8.126644616184876
84,EARL,52,9/8/2022, 0600,  , HU,27.7,65.5,90.0,969.0,140.0,130.0,100.0,100.0,70.0,60.0,60.0,60.0,50.0,35.0,25.0,30.0,10.364114164192744
85,EARL,52,9/8/2022,1200,  , HU,28.7,65.3,85.0,962.0,140.0,130.0,100.0,100.0,70.0,60.0,60.0,60.0,50.0,40.0,30.0,30.0,11.693189463467531
86,EARL,52,9/8/2022,1800,  , HU,29.7,64.8,80.0,962.0,140.0,160.0,120.0,100.0,70.0,90.0,70.0,60.0,50.0,50.0,40.0,30.0,12.564704993367444
87,EARL,52,9/9/2022, 0000,  , HU,30.6,64.3,80.0,964.0,140.0,160.0,120.0,100.0,70.0,90.0,70.0,60.0,50.0,50.0,40.0,30.0,11.497959375468538
88,EARL,52,9/9/2022, 0600,  , HU,31.9,63.2,80.0,963.0,170.0,180.0,150.0,90.0,100.0,110.0,70.0,50.0,60.0,70.0,30.0,35.0,18.47637591468391
89,EARL,52,9/9/2022,1200,  , HU,33.4,61.9,85.0,961.0,170.0,200.0,170.0,100.0,100.0,110.0,70.0,50.0,60.0,70.0,30.0,35.0,21.38301292540362
90,EARL,52,9/9/2022,1800,  , HU,34.9,59.8,90.0,954.0,200.0,240.0,200.0,130.0,100.0,120.0,80.0,50.0,60.0,70.0,30.0,35.0,26.435388068037216
91,EARL,52,9/10/2022, 0000,  , HU,37.1,56.8,95.0,948.0,220.0,290.0,230.0,170.0,100.0,150.0,110.0,90.0,60.0,70.0,50.0,30.0,37.718459579313986
92,EARL,52,9/10/2022, 0600,  , HU,40.0,54.3,90.0,955.0,220.0,360.0,350.0,320.0,110.0,180.0,110.0,180.0,70.0,80.0,50.0,30.0,40.272055290704614
93,EARL,52,9/10/2022,1200,  , HU,42.4,53.3,80.0,964.0,300.0,360.0,350.0,320.0,110.0,180.0,110.0,180.0,70.0,80.0,50.0,30.0,28.963369420325233
94,EARL,52,9/10/2022,1800,  , EX,43.3,52.8,70.0,967.0,300.0,360.0,420.0,330.0,180.0,180.0,110.0,180.0,70.0,80.0,50.0,80.0,11.190743516066222
95,EARL,52,9/11/2022, 0000,  , EX,43.3,52.6,60.0,968.0,330.0,360.0,350.0,330.0,0.0,90.0,160.0,200.0,0.0,0.0,0.0,0.0,1.6761595877329556
96,EARL,52,9/11/2022, 0600,  , EX,43.8,52.2,55.0,970.0,300.0,360.0,420.0,330.0,180.0,180.0,110.0,180.0,0.0,0.0,0.0,0.0,6.6556788399922455
97,EARL,52,9/11/2022,1200,  , EX,44.2,52.0,50.0,974.0,300.0,180.0,350.0,300.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,4.895149317891934
98,EARL,52,9/11/2022,1800,  , EX,44.3,51.9,45.0,974.0,150.0,150.0,350.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4165168967917208
99,EARL,52,9/12/2022, 0000,  , EX,44.2,51.9,45.0,974.0,190.0,150.0,320.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151568240465787
100,EARL,52,9/12/2022, 0600,  , EX,44.3,52.1,40.0,978.0,120.0,100.0,280.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.011902390534583
101,EARL,52,9/12/2022,1200,  , EX,43.9,51.9,40.0,978.0,120.0,100.0,280.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89420411031054
102,EARL,52,9/12/2022,1800,  , EX,43.2,51.2,35.0,981.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.955451426886738
103,EARL,52,9/13/2022, 0000,  , EX,42.9,48.3,35.0,981.0,0.0,250.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.646036511965644
104,EARL,52,9/13/2022, 0600,  , EX,43.0,46.8,35.0,985.0,0.0,240.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.695493088223529
105,EARL,52,9/13/2022,1200,  , EX,43.4,45.2,35.0,989.0,0.0,240.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.198935847566872
106,EARL,52,9/13/2022,1800,  , EX,44.3,43.7,35.0,989.0,0.0,240.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.20410588777987
107,EARL,52,9/14/2022, 0000,  , EX,45.0,42.4,35.0,990.0,0.0,220.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.35652100121397
108,EARL,52,9/14/2022, 0600,  , EX,45.4,41.6,35.0,990.0,0.0,220.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.959645846231372
109,EARL,52,9/14/2022,1200,  , EX,45.5,40.9,35.0,990.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.771068274830754
110,EARL,52,9/14/2022,1800,  , EX,45.3,40.5,30.0,992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9705320789091965
111,EARL,52,9/15/2022, 0000,  , EX,45.2,39.4,30.0,994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991901264622733
112,EARL,52,9/15/2022, 0600,  , EX,45.2,37.7,30.0,995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.794129642815788
113,EARL,52,9/15/2022,1200,  , EX,45.6,36.1,30.0,996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.73249779123961
114,FIONA,61,9/14/2022, 0600,  , TD,16.0,47.9,25.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
115,FIONA,61,9/14/2022,1200,  , TD,16.4,49.1,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.04679885102575
116,FIONA,61,9/14/2022,1800,  , TS,16.6,50.1,35.0,1006.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.279093445667515
117,FIONA,61,9/15/2022, 0000,  , TS,16.6,51.3,45.0,1002.0,100.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.242866334868921
118,FIONA,61,9/15/2022, 0600,  , TS,16.5,52.4,45.0,1002.0,100.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.196932724801085
119,FIONA,61,9/15/2022,1200,  , TS,16.4,53.6,45.0,1002.0,120.0,110.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.303090541204647
120,FIONA,61,9/15/2022,1800,  , TS,16.3,54.8,50.0,1006.0,120.0,110.0,0.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.309874835996657
121,FIONA,61,9/16/2022, 0000,  , TS,16.1,56.2,50.0,1005.0,120.0,110.0,0.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.652146986569273
122,FIONA,61,9/16/2022, 0600,  , TS,15.8,57.5,50.0,1005.0,120.0,110.0,0.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.802788561768788
123,FIONA,61,9/16/2022,1200,  , TS,15.8,58.8,45.0,1005.0,120.0,110.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.404752954669348
124,FIONA,61,9/16/2022,1800,  , TS,16.3,60.4,45.0,1005.0,120.0,110.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.619421901423188
125,FIONA,61,9/17/2022, 0000,  , TS,16.4,61.6,50.0,1002.0,120.0,110.0,0.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.309874835996657
126,FIONA,61,9/17/2022, 0600,  , TS,16.3,62.6,50.0,1000.0,110.0,100.0,0.0,80.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.109818353095193
127,FIONA,61,9/17/2022,1200,  , TS,16.4,63.3,50.0,1000.0,110.0,100.0,0.0,80.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.820238389255114
128,FIONA,61,9/17/2022,1800,  , TS,16.5,64.0,50.0,1002.0,110.0,120.0,0.0,80.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.816309390532216
129,FIONA,61,9/18/2022, 0000,  , TS,16.5,64.7,50.0,997.0,110.0,120.0,30.0,80.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.729020607525382
130,FIONA,61,9/18/2022, 0600,  , TS,16.9,65.5,55.0,994.0,110.0,120.0,30.0,80.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.953890355031827
131,FIONA,61,9/18/2022,1200,  , HU,17.2,66.2,65.0,990.0,110.0,120.0,30.0,80.0,50.0,50.0,0.0,0.0,25.0,25.0,0.0,0.0,8.445581307331732
132,FIONA,61,9/18/2022,1800,  , HU,17.8,66.9,75.0,986.0,110.0,120.0,30.0,80.0,50.0,50.0,0.0,0.0,25.0,25.0,0.0,0.0,10.336481028446665
133,FIONA,61,9/19/2022, 0000,  , HU,18.1,67.8,75.0,984.0,120.0,120.0,30.0,90.0,50.0,50.0,0.0,30.0,25.0,25.0,0.0,15.0,10.447353239828683
134,FIONA,61,9/19/2022, 0600,  , HU,18.2,68.4,80.0,977.0,120.0,130.0,50.0,90.0,50.0,50.0,0.0,30.0,25.0,25.0,0.0,15.0,6.665846502485652
135,FIONA,61,9/19/2022,1200,  , HU,18.8,68.9,75.0,980.0,120.0,120.0,50.0,100.0,50.0,50.0,0.0,30.0,25.0,25.0,0.0,15.0,8.806497562319018
136,FIONA,61,9/19/2022,1800,  , HU,19.5,69.5,85.0,972.0,120.0,120.0,50.0,100.0,50.0,50.0,0.0,40.0,25.0,25.0,0.0,20.0,10.372133583950797
137,FIONA,61,9/20/2022, 0000,  , HU,20.2,70.1,95.0,974.0,130.0,130.0,60.0,100.0,60.0,50.0,30.0,40.0,25.0,25.0,15.0,20.0,10.354424138023974
138,FIONA,61,9/20/2022, 0600,  , HU,20.8,70.7,100.0,967.0,130.0,130.0,60.0,100.0,60.0,50.0,40.0,50.0,25.0,25.0,20.0,25.0,9.467006530155947
